9460821,14312378
20103287,30803453
18626748,28191978
639631,876402
18749491,28315892
39204529,59549913
88680,126578
88858,126891
88869,126735
27822403,41798500
1282234,1892788
27937781,42301211
26590618,39782742
150819,214836
27629917,41790824
88772,126553
88950,126793
88960,126746
88970,126974
27971497,41855790
155862,204171
29204435,44057105
88754,126476
89037,127120
88790,126522
89065,127144
88826,126425
88844,126376
89111,127036
89121,127144
88987,127073
8960678,13448888
7354408,11250631
1860716,3113791
389855,623477
2213785,3328181
2035957,3107242
3014710,5175527
493440,781011
2007382,3262265
94835,135936
89111,127265
978731,1462641
949262,1436667
106653,154269
106378,153711
236929,351171
89106,126763
89515,127739
118178,171746
209964,313274
340620,508637
392634,594039
89122,126639
89272,127254
89490,127681
89467,127625
89479,127510
89231,127092
89502,127683
89559,127770
89574,127801
89319,127207
88627,126851
88373,126259
89594,127801
89604,127803
1167886,1723907
231715,350392
1046427,1602906
925060,1362928
122587,160743
949807,1437585
112540,163205
89628,127881
123861,180485
88087,142783
208664,220868
119159,168206
311910,408715
145385,218778
145336,223738
162136,257317
121373,159208
145543,206693
145394,206861
145284,201615
145395,206594
116555,154458
145424,206788
145382,188152
145500,206971
145326,206633
144500,200803
144828,187387
145326,206847
144504,206029
145458,188224
145913,207405
116703,154654
145506,188321
145465,206692
121607,159454
145565,207129
121644,159729
145883,207398
145608,207181
145603,202028
151461,217615
145848,188238
145700,188327
145782,202326
145250,187651
145525,202113
145849,206961
121897,159982
145727,202161
145769,207430
145530,201994
145855,188719
145781,202315
145949,206993
145865,201846
146007,188453
145616,188635
145857,202421
146026,207146
144886,206620
120969,159265
117210,155258
145094,206866
117254,155595
146167,207108
144963,206792
145990,207833
117311,155573
146213,202211
117331,155648
146082,207943
146086,207925
117350,155267
146192,206935
145944,188921
146128,188611
121976,160159
145926,207810
88843,144168
93925,134450
246220,273806
173369,252401
145281,240971
145112,206629
365871,575987
145330,201390
145248,187915
235143,355572
144857,187247
408785,728269
145740,188409
145321,201602
145271,206754
145780,188458
145444,206610
145280,206706
145329,206709
145444,206879
145351,201698
121462,159460
145552,206951
146013,188678
116667,154530
150554,210301
145656,206902
146022,188774
151241,211021
145497,201896
145479,207202
145499,202079
201256,274101
121668,159843
145418,201842
145700,207366
144844,206445
145726,202240
121792,160074
145449,188150
145665,207446
145688,188563
144914,206705
146213,207752
145883,202531
145878,202519
146234,207784
145626,188466
145822,188776
144997,201630
145844,207667
145930,189039
145885,207584
145884,207603
145955,202301
145917,207507
146161,188953
145978,202568
146012,207696
145987,188944
146046,202608
146060,207801
145738,188631
146518,189057
122087,160446
146154,208057
146593,202732
146298,202675
146141,189269
205415,333134
307131,449202
88807,126825
88817,126503
88827,126467
88838,126792
88776,126637
179980,253728
144265,186379
145396,188436
145438,201759
121776,159843
145500,202128
145446,188439
200271,308275
145371,201850
145253,201600
201533,294982
89016,127093
89026,126997
89073,126999
89051,127136
89053,127142
89016,127023
88877,126510
89072,126785
89094,127098
89104,127063
89139,127239
89149,127095
89158,127216
89168,127133
89191,127142
89165,127251
89231,127370
89241,127383
89259,127250
89257,127383
89255,127192
89297,127431
89214,127095
180330,252327
178269,250740
89358,127343
89364,127543
89434,127573
89413,127567
175168,243868
146245,207398
195849,282527
89413,127622
175322,244436
145824,206984
196842,293034
88492,126366
89473,127326
89523,127742
89441,127543
89480,127406
89521,127752
89636,127797
89648,127898
89624,127866
89648,127906
89666,127918
89676,127930
89411,127359
89536,127810
89730,127855
122571,195370
293581,367955
281847,392606
253268,367059
145274,201028
144563,200498
145178,200963
145409,201197
145527,187696
145664,188390
145109,201497
144898,200967
144946,201358
144910,201331
144097,186511
144000,199994
117350,155416
116789,154707
145963,202357
145889,202169
144960,201083
145201,188056
145922,188794
146011,188769
146017,202461
117572,155742
145100,201043
145893,202204
116944,155122
145011,201097
145109,201213
145330,188279
145151,201317
145367,188326
145327,201857
146077,188880
145288,201404
116860,154776
117664,155638
145975,202418
145346,201477
146188,202657
146050,188863
146285,202568
145731,188194
146342,202786
146336,202820
145634,201907
117797,155820
145516,188012
145609,201956
146406,202802
145722,202221
145877,202479
117371,155503
145752,188660
168161,234790
146403,203020
146638,203257
168015,234238
117629,155085
87920,142469
227413,301499
386012,546400
88197,125699
88387,125964
88462,126053
88216,125654
240209,361114
477841,620196
145767,188070
116593,154406
116663,154730
145409,206795
145798,207055
116597,154618
145168,187584
145419,201633
145913,202162
151413,211164
145112,187419
151089,196874
145488,188282
145249,187878
151513,197580
145141,206358
144396,187118
378785,577017
166832,219736
116764,154832
145096,187813
467077,684261
145481,206974
499773,751525
144092,205226
145229,206258
583254,859182
144675,206228
528548,795838
548547,834120
145516,206995
145557,207159
116870,155005
145671,188572
145455,202021
144831,201412
120905,159004
145864,207614
145858,202461
145774,188529
599626,924895
145312,206821
145884,188225
144589,187112
648221,963940
145752,207215
145691,207229
145805,202280
145756,207540
146307,207734
144753,206266
144931,206436
146186,188967
145868,188554
145643,207277
145893,207518
201732,254796
167549,239297
145929,202536
146234,202743
145049,201649
145476,207106
144724,206286
146045,207842
146037,207812
145901,207484
146041,189094
167507,234254
146417,189067
146227,189345
167826,220825
145067,201714
145539,206995
145645,188390
117289,155409
145994,189013
146016,207755
117357,155726
910186,1422366
145866,202492
299694,430984
146317,207882
301029,451403
962723,1454149
915293,1408782
117477,155695
978568,1508319
948570,1480561
944305,1474182
146241,189254
146183,207940
269196,359195
296657,432222
257694,450960
151042,215624
145338,201675
145361,206852
145364,206811
116770,155032
145570,201962
145644,207334
121766,160110
145572,202251
145502,207258
144747,187052
145528,188592
116910,155284
145309,201677
